UPOS	SPOS	EqlNumUPOS	EqlNumSPOS	gender1M2F	number1S2P	polarity1p2n3nu	Positive-Sentiment	Negative-Sentiment	Neutral-Sentiment	Morpho1P2S0N	complexword	compoundword	Reduplicatedword	Lema	Diac	Infinitive	UnigramProb	Token
ADJ	صفت	5	5	0	1	1	1	0	0	1	0	0	0	1	0	0	0.0004	وڏو
NOUN	اسم	1	1	1	1	3	0	0	3	1	0	0	0	1	0	0	0.0014	گھر
PUNC	بيهڪ جي نشاني	17	17	0	0	3	0	0	3	0	0	0	0	0	0	0	0.0058	،
NOUN	اسم	1	1	0	2	3	0	0	3	2	1	0	0	0	0	0	0.0001	ڪمرا
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0086	به
ADV	ظرف	7	7	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0049	تمام
ADJ	صفت	5	5	0	2	1	1	0	0	2	1	0	0	0	0	0	0.0001	وڏا
CONJ	حرف جملو	9	9	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0187	۽
ADJ	صفت	5	5	0	2	1	1	0	0	2	1	0	0	0	0	0	0.0004	گھڻا
AUX	فعل معاون	8	8	0	2	3	0	0	3	2	0	1	0	0	0	0	0.0052	آهن
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
PRON	ضمير	2	2	0	2	3	0	0	3	2	1	0	0	0	0	0	0.0064	اسان
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0276	کي
PRON	ضمير	2	2	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0035	پاڻ
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0175	۾
NOUN	اسم	1	1	2	1	1	1	0	0	1	0	0	0	0	0	0	0.003	محبت
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0134	سان
VERB	فعل	4	4	0	1	3	0	0	3	1	0	0	0	1	0	1	0.0016	رهڻ
AUX	فعل معاون	8	8	0	1	3	0	0	3	2	0	1	0	1	0	0	0.0073	گھرجي
CONJ	حرف جملو	9	9	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0187	۽
DET	ضمير اشارو			0	1	3	0	0	3	1	0	0	0	1	0	0	0.0023	ڪنهن
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0086	به
NOUN	اسم	1	1	1	1	3	0	0	3	1	0	0	0	1	0	0	0.0001	قسم
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0323	جي
NOUN	اسم	1	1	2	1	2	0	2	0	2	0	1	0	1	0	0	0.0001	گڙٻڙ
ADV	ظرف	7	7	0	1	2	0	2	0	1	0	0	0	1	0	0	0.0097	نه
VERB	فعل	4	4	0	1	3	0	0	3	1	0	0	0	0	0	1	0.0097	ڪرڻ
AUX	فعل معاون	8	8	0	1	3	0	0	3	2	0	1	0	1	0	0	0.0073	گھرجي
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
NOUN	اسم	1	1	2	1	3	0	0	3	2	0	1	0	1	0	0	0.0001	آئيفون
ADV	ظرف	7	7	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0049	تمام
ADJ	صفت	5	5	0	1	1	1	0	0	2	1	0	0	1	0	0	0.0014	سٺي
PROPN	اسم خاص	3	3	2	1	3	0	0	3	2	1	0	0	1	0	0	0.0002	موبائيل
NOUN	اسم	1	1	2	1	3	0	0	3	1	0	0	0	1	0	0	0.0004	فون
AUX	فعل معاون	8	8	0	1	3	0	0	3	2	0	1	0	1	0	0	0.384	آهي
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
CONJ	حرف جملو	9	9	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0008	جڏهن
DET	ضمير اشارو			0	1	3	0	0	3	1	0	0	0	1	1	0	0.0059	هُو
NOUN	اسم	1	1	1	1	1	1	0	0	2	1	0	0	1	0	0	0.0002	ڌنڌو
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	0	0	0	0.0068	ڪري
NOUN	اسم	1	1	1	1	3	0	0	3	1	0	0	0	1	0	0	0.0014	گھر
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	0	0	0	0.0004	ايندو
AUX	فعل معاون	8	8	0	1	3	0	0	3	2	0	1	0	1	0	0	0.384	آهي
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0105	ته
DET	ضمير اشارو			0	1	3	0	0	3	2	1	0	0	1	1	0	0.002	هوءَ
PRON	ضمير	2	2	0	2	3	0	0	3	2	0	1	0	0	0	0	0.0005	پنهنجا
NOUN	اسم	1	1	1	0	3	0	0	3	1	0	0	0	1	0	0	0.0005	وار
VERB	فعل	4	4	0	1	1	1	0	0	2	1	0	0	0	0	0	0.0002	کولي
DET	ضمير اشارو			0	1	3	0	0	3	1	0	0	0	1	0	0	0.0004	هن
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0036	تي
PRON	ضمير	2	2	0	1	3	0	0	3	2	0	1	0	1	0	0	0.0048	پنهنجي
NOUN	اسم	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0.0002	حسن
ADP	حرفِ جر	6	6	0	2	3	0	0	3	1	0	0	0	0	0	0	0.0039	جا
NOUN	اسم	1	1	1	0	3	0	0	3	1	0	0	0	1	0	0	0.0005	وار
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	1	0	0	0.0007	ڪندي
AUX	فعل معاون	8	8	0	1	3	0	0	3	2	0	1	0	1	0	0	0.384	آهي
CONJ	حرف جملو	9	9	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0187	۽
DET	ضمير اشارو			0	1	3	0	0	3	1	0	0	0	1	1	0	0.0059	هُو
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	1	0	0	0.0002	ڏسندو
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	1	0	0	0.0004	رهندو
AUX	فعل معاون	8	8	0	1	3	0	0	3	2	0	1	0	1	0	0	0.384	آهي
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
DET	ضمير اشارو			0	1	3	0	0	3	1	0	0	0	1	0	0	0.0004	هن
NOUN	اسم	1	1	1	1	3	0	0	3	1	0	0	0	1	0	0	0.0001	اسڪول
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0175	۾
NUM	صفت عددي	12	12	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0032	هڪ
ADJ	صفت	5	5	0	1	1	1	0	0	1	0	0	0	1	0	0	0.0008	سهڻو
NOUN	اسم	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0.0005	باغ
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0086	به
AUX	فعل معاون	8	8	0	1	3	0	0	3	2	0	1	0	1	0	0	0.384	آهي
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
CONJ	حرف جملو	9	9	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0008	جڏهن
DET	ضمير اشارو			0	1	3	0	0	3	1	0	0	0	1	1	0	0.0059	هُو
NOUN	اسم	1	1	1	1	1	1	0	0	2	1	0	0	1	0	0	0.0002	ڌنڌو
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	0	0	0	0.0068	ڪري
NOUN	اسم	1	1	1	1	3	0	0	3	1	0	0	0	1	0	0	0.0014	گھر
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	0	0	0	0.0004	ايندو
VERB	فعل	4	4	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0017	هو
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0105	ته
DET	ضمير اشارو			0	1	3	0	0	3	2	1	0	0	1	1	0	0.002	هوءَ
PRON	ضمير	2	2	0	2	3	0	0	3	2	0	1	0	0	0	0	0.0005	پنهنجا
NOUN	اسم	1	1	1	0	3	0	0	3	1	0	0	0	1	0	0	0.0005	وار
VERB	فعل	4	4	0	1	1	1	0	0	2	1	0	0	0	0	0	0.0002	کولي
DET	ضمير اشارو			0	1	3	0	0	3	1	0	0	0	1	0	0	0.0004	هن
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0036	تي
PRON	ضمير	2	2	0	1	3	0	0	3	2	0	1	0	1	0	0	0.0048	پنهنجي
NOUN	اسم	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0.0002	حسن
ADP	حرفِ جر	6	6	0	2	3	0	0	3	1	0	0	0	0	0	0	0.0039	جا
NOUN	اسم	1	1	1	0	3	0	0	3	1	0	0	0	1	0	0	0.0005	وار
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	1	0	0	0.0007	ڪندي
AUX	فعل معاون	8	8	0	1	3	0	0	3	2	1	0	0	1	0	0	0.0007	هئي
CONJ	حرف جملو	9	9	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0187	۽
DET	ضمير اشارو			0	1	3	0	0	3	1	0	0	0	1	1	0	0.0059	هُو
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	1	0	0	0.0002	ڏسندو
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	1	0	0	0.0004	رهندو
VERB	فعل	4	4	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0017	هو
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
X	نامعلوم	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	ڏ
DET	ضمير اشارو			0	1	3	0	0	3	1	0	0	0	1	1	0	0.0059	هُو
ADV	ظرف	7	7	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0027	اڄ
ADV	ظرف	7	7	0	1	2	0	2	0	2	0	1	0	1	0	0	0.0005	ڪونه
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	0	0	0	0.0004	ايندو
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
PRON	ضمير	2	2	0	1	3	0	0	3	1	0	0	0	1	1	0	0.0013	آءَ
NOUN	اسم	1	1	2	1	3	0	0	3	1	0	0	0	1	0	0	0.0007	صبح
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0187	جو
ADJ	صفت	5	5	0	1	1	1	0	0	1	0	0	0	1	0	0	0.0005	سوير
VERB	فعل	4	4	0	1	1	1	0	0	2	0	1	0	0	0	0	0.0001	اٿندو
AUX	فعل معاون	8	8	0	1	3	0	0	3	2	1	0	0	1	0	0	0.0019	آهيان
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
ADJ	صفت	5	5	0	1	1	1	0	0	1	0	0	0	1	0	0	0.0002	چڱو
PROPN	اسم خاص	3	3	1	1	3	0	0	3	1	0	0	0	1	0	0	0.0001	گھوڙو
VERB	فعل	4	4	0	1	1	1	0	0	2	1	0	0	1	0	0	0.0001	ڊوڙي
VERB	فعل	4	4	0	1	3	0	0	3	1	0	0	0	1	0	0	0.013	ٿو
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
DET	ضمير اشارو			0	1	3	0	0	3	1	0	0	0	1	0	0	0.0023	هي
NOUN	اسم	1	1	1	1	3	0	0	3	1	0	0	0	1	0	0	0.0001	ڪمند
ADJ	صفت	5	5	0	1	1	1	0	0	2	1	0	0	1	0	0	0.0007	ڏاڍو
ADJ	صفت	5	5	0	1	1	1	0	0	1	0	0	0	1	0	0	0.0002	مٺو
AUX	فعل معاون	8	8	0	1	3	0	0	3	2	0	1	0	1	0	0	0.384	آهي
PUNC	بيهڪ جي نشاني	17	17	0	0	3	0	0	3	0	0	0	0	0	0	0	0.0058	،
PRON	ضمير	2	2	0	2	3	0	0	3	2	1	0	0	1	0	0	0.0021	توهان
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0086	به
VERB	فعل	4	4	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0001	کائو
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
DET	ضمير اشارو			0	1	3	0	0	3	1	0	0	0	1	0	0	0.0023	هي
NOUN	اسم	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0.0007	انب
ADJ	صفت	5	5	0	2	1	1	0	0	1	0	0	0	1	0	0	0.0002	مٺو
AUX	فعل معاون	8	8	0	1	3	0	0	3	2	0	1	0	1	0	0	0.384	آهي
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
ADV	ظرف	7	7	0	1	3	0	0	3	2	1	0	0	1	0	0	0.0007	هاڻي
PRON	ضمير	2	2	0	1	3	0	0	3	1	0	0	0	1	1	0	0.0013	آءَ
PRON	ضمير	2	2	0	2	3	0	0	3	2	1	0	0	1	0	0	0.0021	توهان
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0276	کي
NOUN	اسم	1	1	1	1	3	0	0	3	1	0	0	0	1	0	0	0.0001	خط
VERB	فعل	4	4	0	1	3	0	0	3	2	0	1	0	1	0	0	0.0001	لکنديس
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
PRON	ضمير	2	2	0	1	3	0	0	3	1	0	0	0	1	1	0	0.0013	آءَ
DET	ضمير اشارو			0	1	3	0	0	3	1	0	0	0	1	0	0	0.0004	هن
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0059	کان
NOUN	اسم	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0.0019	ڪتاب
PRON	ضمير	2	2	0	1	3	0	0	3	2	0	1	0	1	0	0	0.0001	وٺندومانس
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
PRON	ضمير	2	2	0	1	3	0	0	3	1	0	0	0	1	1	0	0.0013	آءَ
ADV	ظرف	7	7	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0002	سڀاڻي
PRON	ضمير	2	2	0	2	3	0	0	3	2	1	0	0	1	0	0	0.0021	توهان
ADP	حرفِ جر	6	6	0	2	3	0	0	3	1	0	0	0	0	0	0	0.0039	جا
NOUN	اسم	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0.0019	ڪتاب
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	1	0	0	0.0001	آڻيندس
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
CONJ	حرف جملو	9	9	0	1	3	0	0	3	2	0	1	0	1	0	0	0.001	جيڪڏهن
PRON	ضمير	2	2	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0014	تون
DET	ضمير اشارو			0	1	3	0	0	3	1	0	0	0	1	0	0	0.0011	اهو
NOUN	اسم	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0.003	ڪم
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	1	0	0	0.0007	ڪندي
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0105	ته
ADJ	صفت	5	5	0	1	2	0	2	0	1	0	0	0	1	0	0	0.0005	نقصان
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	1	0	0	0.0001	پائيندين
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
DET	ضمير اشارو			0	1	3	0	0	3	0	0	1	0	1	0	0	0.0002	جيڪي
NOUN	اسم	1	1	0	2	3	0	0	3	2	1	0	0	0	0	0	0.0005	ڳالهيون
DET	ضمير اشارو			0	1	3	0	0	3	1	0	0	0	1	0	0	0.0004	هن
PRON	ضمير	2	2	0	2	3	0	0	3	2	1	0	0	1	0	0	0.0021	توهان
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0134	سان
VERB	فعل	4	4	0	2	1	1	0	0	2	1	0	0	0	0	0	0.0002	ڪيون
DET	ضمير اشارو			0	1	3	0	0	3	1	0	0	0	1	0	0	0.0005	سي
PRON	ضمير	2	2	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0007	مون
ADV	ظرف	7	7	0	1	2	0	2	0	2	0	1	0	1	0	0	0.0005	ڪونه
VERB	فعل	4	4	0	1	3	0	0	3	2	0	1	0	0	0	0	0.0002	سمجھيون
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
CONJ	حرف جملو	9	9	0	1	3	0	0	3	2	0	1	0	1	0	0	0.001	جيڪڏهن
PRON	ضمير	2	2	0	2	3	0	0	3	2	1	0	0	1	0	0	0.0021	توهان
PRON	ضمير	2	2	0	2	3	0	0	3	2	0	1	0	0	0	0	0.0005	پنهنجا
NOUN	اسم	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0.0019	ڪتاب
ADV	ظرف	7	7	0	1	2	0	2	0	1	0	0	0	1	0	0	0.0097	نه
VERB	فعل	4	4	0	2	3	0	0	3	2	1	0	0	1	0	0	0.0001	آندا
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0105	ته
PRON	ضمير	2	2	0	1	3	0	0	3	1	0	0	0	1	1	0	0.0013	آءَ
ADV	ظرف	7	7	0	1	2	0	2	0	1	0	0	0	1	0	0	0.0097	نه
PRON	ضمير	2	2	0	1	3	0	0	3	2	0	1	0	1	0	0	0.0001	ڳالهائينديمانوَ
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
PRON	ضمير	2	2	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0014	تون
ADV	ظرف	7	7	0	1	3	0	0	3	1	0	0	0	0	0	0	0.0001	ڀلي
PRON	ضمير	2	2	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0001	وڃ
SCON	حرف جملو شرطيه	13	13	0	1	3	0	0	3	2	0	1	0	1	0	0	0.0001	بشرطيڪه
ADV	ظرف	7	7	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0002	سڀاڻي
ADV	ظرف	7	7	0	1	3	0	0	3	2	1	0	0	0	0	0	0.0002	جلدي
PRON	ضمير	2	2	0	1	3	0	0	3	2	0	1	0	0	0	0	0.0001	اچجانءِ
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
CONJ	حرف جملو	9	9	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0004	اگر
ADJ	صفت	5	5	2	1	2	0	2	0	1	0	0	0	1	0	0	0.0001	دير
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0134	سان
PRON	ضمير	2	2	0	1	3	0	0	3	2	1	0	0	1	0	0	0.0001	سمهندين
ADP	حرفِ جر	6	6	0	1	3	0	0	3	2	0	0	0	1	0	0	0.0105	ته
ADJ	صفت	5	5	0	1	1	1	0	0	1	0	0	0	1	0	0	0.0005	سوير
ADJ	صفت	5	5	0	1	3	0	0	3	1	0	0	0	0	0	0	0.0004	اٿي
ADV	ظرف	7	7	0	1	2	0	2	0	1	0	0	0	1	0	0	0.0097	نه
AUX	فعل معاون	8	8	0	1	3	0	0	3	2	1	0	0	1	0	0	0.0001	سگھندين
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
CONJ	حرف جملو	9	9	0	1	3	0	0	3	2	1	0	0	1	0	0	0.0001	جيتوڻيڪ
VERB	فعل	4	4	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0001	چيو
PRON	ضمير	2	2	0	1	3	0	0	3	2	0	1	0	1	0	0	0.0001	هومانس
ADV	ظرف	7	7	0	1	3	0	0	3	2	0	1	0	1	0	0	0.0002	تڏهن
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0086	به
DET	ضمير اشارو			0	1	3	0	0	3	2	0	0	0	1	1	0	0.0059	هُو
ADV	ظرف	7	7	0	1	2	0	2	0	2	0	1	0	1	0	0	0.0005	ڪونه
VERB	فعل	4	4	0	1	3	0	0	3	1	0	0	0	0	0	0	0.0005	آيو
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
ADV	ظرف	7	7	0	1	3	0	0	3	2	0	1	0	1	0	0	0.0001	گھڻوئي
PRON	ضمير	2	2	0	1	3	0	0	3	2	0	1	0	1	0	0	0.0001	سمجھايومانس
ADV	ظرف	7	7	0	1	3	0	0	3	2	0	1	0	1	0	0	0.0002	تڏهن
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0086	به
DET	ضمير اشارو			0	1	3	0	0	3	1	0	0	0	1	1	0	0.0059	هُو
ADV	ظرف	7	7	0	1	2	0	2	0	2	0	1	0	1	0	0	0.0005	ڪونه
VERB	فعل	4	4	0	1	3	0	0	3	1	0	0	0	0	0	0	0.0005	آيو
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
PRON	ضمير	2	2	0	2	3	0	0	3	2	1	0	0	1	0	0	0.0011	اوهان
ADJ	صفت	5	5	0	1	1	1	0	0	1	0	0	0	1	0	0	0.0007	ڪامياب
VERB	فعل	4	4	0	2	3	0	0	3	2	1	0	0	0	0	0	0.0001	ٿيا
SCON	حرف جملو شرطيه	13	13	0	1	3	0	0	3	2	0	1	0	1	0	0	0.0005	ڇاڪاڻ
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0105	ته
PRON	ضمير	2	2	0	2	3	0	0	3	2	1	0	0	1	0	0	0.0011	اوهان
NOUN	اسم	1	1	2	1	1	1	0	0	1	0	0	0	1	0	0	0.0004	محنت
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	1	0	0	0.0002	ڪئي
AUX	فعل معاون	8	8	0	1	3	0	0	3	2	1	0	0	1	0	0	0.0007	هئي
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
PRON	ضمير	2	2	0	2	3	0	0	3	2	1	0	0	0	0	0	0.0014	اچو
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0105	ته
ADV	ظرف	7	7	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0027	اڄ
NOUN	اسم	1	1	2	1	1	1	0	0	1	0	0	0	1	0	0	0.0014	عيد
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0323	جي
ADJ	صفت	5	5	0	1	1	1	0	0	2	1	0	0	1	0	0	0.0004	وڏي
NOUN	اسم	1	1	1	1	3	0	0	3	1	0	0	0	1	0	0	0.001	ڏينهن
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0036	تي
PRON	ضمير	2	2	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0035	پاڻ
NUM	صفت عددي	12	12	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0032	هڪ
VERB	فعل	4	4	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0115	ٿي
VERB	فعل	4	4	0	2	3	0	0	3	2	1	0	0	0	0	0	0.0001	وڃون
CONJ	حرف جملو	9	9	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0187	۽
ADJ	صفت	5	5	0	1	1	1	0	0	2	0	1	0	1	0	0	0.0008	اڳتي
NOUN	اسم	1	1	2	1	1	1	0	0	1	0	0	0	0	0	0	0.003	محبت
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0134	سان
VERB	فعل	4	4	0	1	3	0	0	3	1	0	0	0	1	0	1	0.0016	رهڻ
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0187	جو
NOUN	اسم	1	1	1	1	1	1	0	0	2	1	0	0	0	0	0	0.0001	وچن
VERB	فعل	4	4	0	2	3	0	0	3	2	1	0	0	0	0	0	0.0002	ڪريون
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0105	ته
PRON	ضمير	2	2	0	2	3	0	0	3	1	0	0	0	1	0	0	0.0035	پاڻ
ADV	ظرف	7	7	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0013	ڪڏهن
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0086	به
NOUN	اسم	1	1	0	2	2	0	2	0	2	1	0	0	0	0	0	0.0001	جھڳڙا
ADV	ظرف	7	7	0	1	2	0	2	0	1	0	0	0	1	0	0	0.0097	نه
VERB	فعل	4	4	0	2	3	0	0	3	2	1	0	0	0	0	0	0.0001	ڪنداسين
CONJ	حرف جملو	9	9	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0187	۽
ADJ	صفت	5	5	0	1	3	0	0	3	2	0	1	0	0	0	0	0.0002	سڀئي
NOUN	اسم	1	1	1	1	2	0	2	0	1	0	0	0	1	0	0	0.0001	اختلاف
ADJ	صفت	5	5	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0013	ختم
VERB	فعل	4	4	0	1	3	0	0	3	2	1	0	0	0	0	0	0.0068	ڪري
VERB	فعل	4	4	0	2	3	0	0	3	2	0	1	0	1	0	0	0.0001	ڇڏينداسين
DET	ضمير اشارو			0	1	3	0	0	3	1	0	0	0	1	0	0	0.0023	هي
NOUN	اسم	1	1	2	1	1	1	0	0	2	0	1	0	1	0	0	0.0001	جماليات
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0187	جو
ADJ	صفت	5	5	0	1	1	1	0	0	2	0	1	0	0	0	0	0.0019	بهترين
NOUN	اسم	1	1	1	1	3	0	0	3	1	0	0	0	1	0	0	0.0001	مثال
AUX	فعل معاون	8	8	0	1	3	0	0	3	2	0	1	0	1	0	0	0.384	آهي
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
ADV	ظرف	7	7	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0027	اڄ
PRON	ضمير	2	2	0	2	3	0	0	3	2	1	0	0	0	0	0	0.0064	اسان
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0059	کان
NOUN	اسم	1	1	2	1	2	0	2	0	2	1	0	0	1	0	0	0.0001	چوري
VERB	فعل	4	4	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0115	ٿي
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
DET	ضمير اشارو			0	1	3	0	0	3	1	0	0	0	1	0	0	0.0004	هن
NOUN	اسم	1	1	0	1	3	0	0	3	2	1	0	0	1	0	0	0.0007	معاشري
ADP	حرفِ جر	6	6	0	1	3	0	0	3	1	0	0	0	1	0	0	0.0175	۾
VERB	فعل	4	4	0	1	3	0	0	3	1	0	0	0	1	0	1	0.0016	رهڻ
ADJ	صفت	5	5	0	1	1	1	0	0	2	1	0	0	1	0	0	0.0007	ڏاڍو
ADJ	صفت	5	5	0	1	2	0	2	0	2	1	0	0	1	0	0	0.0008	مشڪل
AUX	فعل معاون	8	8	0	1	3	0	0	3	2	0	1	0	1	0	0	0.384	آهي
PERIOD	پورو دم	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991	.
